optimizer_type,learning_rate,momentum,weight_decay,batch_size,epochs,patience,model_type,rnn_type,num_layers,use_bidirectional,use_dropout,use_batch_norm,use_layer_norm,aggregation_method,hidden_size,output_size,freeze_embeddings,oov_handling_method,embedding_dim,glove_file_path,Epoch,Train Loss,Validation Accuracy,Test Accuracy
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,1,0.58,70.92,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,2,0.43,70.64,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,3,0.29,72.98,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,4,0.15,74.11,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,5,0.11,73.45,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,6,0.1,71.67,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,7,0.09,72.42,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,8,0.09,73.17,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,9,0.08,74.39,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,10,0.09,71.86,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,11,0.08,73.17,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,12,0.08,72.8,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,13,0.09,73.08,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,14,0.08,71.95,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,15,0.09,71.11,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,16,0.09,73.92,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,17,0.09,73.55,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,18,0.09,73.55,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,mean_pooling,128,2,False,random,100,glove.6B.100d.txt,19,0.09,72.05,74.58
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,max_pooling,64,2,False,unknown_token,100,glove.6B.100d.txt,1,0.56,75.89,79.27
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,max_pooling,64,2,False,unknown_token,100,glove.6B.100d.txt,2,0.41,77.95,79.27
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,max_pooling,64,2,False,unknown_token,100,glove.6B.100d.txt,3,0.29,75.98,79.27
Adam,0.001,0.9,0.0001,32,100,10,RNN,LSTM,1,True,True,True,True,max_pooling,64,2,False,unknown_token,100,glove.6B.100d.txt,4,0.16,76.92,79.27
