optimizer_type,learning_rate,momentum,weight_decay,batch_size,epochs,patience,model_type,num_filters,filter_sizes,dropout_rate,output_size,freeze_embeddings,oov_handling_method,embedding_dim,glove_file_path,Epoch,Train Loss,Validation Accuracy,Test Accuracy
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,6,0.55,72.61,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,7,0.54,71.95,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,8,0.54,72.89,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,9,0.54,71.67,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,10,0.54,71.67,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,11,0.54,74.02,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,12,0.54,74.39,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,13,0.54,73.55,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,14,0.54,72.8,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,15,0.54,72.61,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,16,0.55,72.7,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,17,0.54,72.42,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,18,0.54,72.8,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,19,0.54,73.45,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,20,0.54,72.98,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,21,0.54,72.05,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,22,0.54,73.17,71.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,1,0.72,60.32,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,2,0.68,67.64,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,3,0.65,67.17,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,4,0.63,69.32,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,5,0.62,70.73,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,6,0.63,70.26,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,7,0.62,70.26,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,8,0.62,70.36,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,9,0.62,70.17,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,10,0.62,70.17,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,11,0.62,70.17,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,12,0.62,70.17,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,13,0.62,70.17,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,14,0.62,70.17,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,15,0.61,70.17,68.57
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,1,0.72,64.54,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,2,0.67,68.2,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,3,0.64,68.57,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,4,0.63,69.61,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,5,0.63,69.23,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,6,0.62,69.32,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,7,0.62,69.42,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,8,0.62,69.98,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,9,0.62,69.04,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,10,0.62,70.36,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,11,0.62,68.2,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,12,0.62,70.64,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,13,0.62,70.17,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,14,0.62,69.23,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,15,0.62,71.11,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,16,0.62,68.67,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,17,0.62,69.61,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,18,0.62,69.79,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,19,0.62,69.14,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,20,0.62,70.36,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,21,0.62,71.2,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,22,0.62,69.79,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,23,0.62,70.83,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,24,0.62,69.23,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,25,0.62,70.08,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,26,0.62,69.32,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,27,0.61,69.98,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,28,0.62,69.89,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,29,0.62,68.39,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,30,0.62,70.45,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,31,0.62,69.23,68.67
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,1,0.66,67.64,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,2,0.59,72.23,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,3,0.52,74.02,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,4,0.48,75.05,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,5,0.48,74.77,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,6,0.47,74.95,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,7,0.47,75.05,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,8,0.47,74.77,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,9,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,10,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,11,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,12,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,13,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,14,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,15,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,16,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,17,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,18,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,19,0.47,75.14,75.52
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,1,0.66,66.51,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,2,0.59,70.92,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,3,0.53,72.7,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,4,0.48,72.8,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,5,0.48,72.61,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,6,0.48,73.17,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,7,0.47,74.2,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,8,0.47,73.64,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,9,0.47,74.48,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,10,0.47,74.67,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,11,0.47,74.3,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,12,0.47,74.86,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,13,0.47,73.73,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,14,0.47,74.48,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,15,0.47,72.98,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,16,0.47,73.73,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,17,0.47,73.83,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,18,0.47,73.92,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,19,0.47,73.08,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,20,0.47,71.39,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,21,0.47,73.83,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,22,0.47,73.92,75.14
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,1,0.7,68.86,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,2,0.64,70.64,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,3,0.59,72.98,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,4,0.56,72.42,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,5,0.56,73.17,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,6,0.55,73.08,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,7,0.55,72.98,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,8,0.55,72.98,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,9,0.55,73.08,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,10,0.55,73.08,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,11,0.55,73.08,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,12,0.55,73.08,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,13,0.55,73.08,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,14,0.55,73.08,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,15,0.55,73.08,72.42
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,1,0.7,65.01,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,2,0.64,70.08,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,3,0.6,68.29,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,4,0.56,70.17,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,5,0.56,71.67,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,6,0.56,71.2,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,7,0.55,71.58,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,8,0.55,70.26,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,9,0.55,72.7,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,10,0.55,72.05,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,11,0.56,71.11,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,12,0.55,69.79,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,13,0.55,71.67,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,14,0.55,70.54,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,15,0.55,71.2,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,16,0.55,71.29,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,17,0.55,71.2,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,18,0.56,71.48,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,19,0.55,70.08,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,1,0.67,62.76,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,2,0.61,73.64,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,3,0.56,74.39,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,4,0.52,74.95,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,5,0.52,75.14,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,6,0.51,75.42,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,7,0.51,75.14,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,8,0.51,75.23,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,9,0.51,75.23,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,10,0.51,75.23,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,11,0.51,75.23,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,12,0.51,75.23,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,13,0.51,75.23,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,14,0.51,75.23,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,15,0.51,75.23,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,16,0.51,75.23,74.95
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,1,0.68,65.2,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,2,0.61,71.01,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,3,0.56,72.14,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,4,0.53,72.14,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,5,0.52,71.95,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,6,0.52,71.76,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,7,0.52,73.83,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,8,0.52,72.23,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,9,0.51,72.89,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,10,0.51,72.89,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,11,0.51,71.76,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,12,0.51,72.51,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,13,0.52,71.29,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,14,0.52,71.48,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,15,0.52,71.67,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,16,0.51,72.98,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,17,0.52,73.64,72.33
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,1,0.71,67.26,73.17
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,2,0.67,68.01,73.17
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,3,0.63,72.89,73.17
Adam,0.0001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,4,0.6,72.8,73.17
