optimizer_type,learning_rate,momentum,weight_decay,batch_size,epochs,patience,model_type,num_filters,filter_sizes,dropout_rate,output_size,freeze_embeddings,oov_handling_method,embedding_dim,glove_file_path,Epoch,Train Loss,Validation Accuracy,Test Accuracy
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,16,0.65,66.6,67.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,1,0.69,63.88,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,2,0.66,66.6,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,3,0.64,62.76,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,4,0.62,70.08,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,5,0.62,69.79,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,6,0.62,69.7,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,7,0.61,70.17,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,8,0.61,70.08,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,9,0.62,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,10,0.61,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,11,0.62,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,12,0.61,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,13,0.62,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,14,0.62,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,15,0.61,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,16,0.61,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,17,0.61,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,1,0.69,57.88,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,2,0.67,57.88,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,3,0.64,67.35,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,4,0.63,66.04,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,5,0.62,67.64,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,6,0.62,66.98,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,7,0.62,68.11,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,8,0.62,67.54,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,9,0.62,68.76,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,10,0.62,68.67,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,11,0.62,67.73,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,12,0.62,66.98,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,13,0.62,67.45,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,14,0.62,66.23,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,15,0.62,66.14,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,16,0.62,66.89,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,17,0.62,67.73,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,18,0.62,67.82,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,19,0.62,67.54,68.39
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,1,0.72,60.69,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,2,0.68,65.48,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,3,0.68,69.04,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,4,0.66,68.95,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,5,0.66,69.04,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,6,0.66,69.42,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,7,0.66,68.86,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,8,0.66,69.51,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,9,0.66,69.14,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,10,0.66,69.14,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,11,0.66,69.14,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,12,0.66,69.23,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,13,0.66,69.23,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,14,0.66,69.23,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,15,0.66,69.23,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,16,0.66,69.23,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,17,0.66,69.23,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,18,0.66,69.23,69.42
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,1,0.71,59.01,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,2,0.69,63.51,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,3,0.68,66.7,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,4,0.66,66.79,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,5,0.66,66.6,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,6,0.66,67.64,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,7,0.66,68.48,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,8,0.66,68.29,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,9,0.66,65.67,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,10,0.66,68.57,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,11,0.66,66.42,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,12,0.66,68.39,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,13,0.66,67.17,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,14,0.66,68.11,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,15,0.66,66.23,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,16,0.66,67.26,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,17,0.66,67.64,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,18,0.66,68.2,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,19,0.66,66.6,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,128,"[2, 3]",0.7,2,False,random,100,glove.6B.100d.txt,20,0.66,68.01,67.17
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,1,0.69,62.85,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,2,0.65,62.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,3,0.62,70.08,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,4,0.59,69.7,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,5,0.59,70.08,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,6,0.59,71.29,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,7,0.58,71.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,8,0.59,71.29,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,9,0.58,71.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,10,0.58,71.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,11,0.59,71.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,12,0.59,71.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,13,0.58,71.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,14,0.58,71.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,15,0.59,71.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,16,0.58,71.2,70.26
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,1,0.69,66.04,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,2,0.66,61.54,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,3,0.62,68.11,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,4,0.59,70.17,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,5,0.59,70.26,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,6,0.59,70.36,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,7,0.58,68.67,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,8,0.58,69.14,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,9,0.58,69.14,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,10,0.58,68.39,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,11,0.59,69.23,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,12,0.58,69.32,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,13,0.59,70.45,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,14,0.59,69.42,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,15,0.58,68.86,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,16,0.59,71.86,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,17,0.59,69.7,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,18,0.59,70.73,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,19,0.59,71.86,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,20,0.59,69.23,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,21,0.58,70.92,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,22,0.58,69.7,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,23,0.59,70.45,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,24,0.59,70.54,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,25,0.59,69.98,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.3,2,False,random,100,glove.6B.100d.txt,26,0.58,70.45,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,1,0.71,62.29,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,2,0.68,61.54,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,3,0.66,65.1,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,4,0.64,67.54,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,5,0.64,68.57,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,6,0.64,67.73,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,7,0.63,68.2,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,8,0.63,68.95,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,9,0.63,68.76,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,10,0.63,68.86,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,11,0.63,68.86,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,12,0.63,68.86,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,13,0.64,68.86,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,14,0.63,68.95,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,15,0.62,68.95,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,16,0.63,68.95,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,17,0.63,68.95,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,unknown_token,100,glove.6B.100d.txt,18,0.63,68.95,68.48
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,1,0.72,64.17,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,2,0.69,52.63,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,3,0.66,65.57,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,4,0.64,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,5,0.64,69.61,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,6,0.64,68.57,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,7,0.63,68.86,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,8,0.63,69.7,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,9,0.63,68.29,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,10,0.63,69.14,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,11,0.63,68.86,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,12,0.63,67.54,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,13,0.63,70.36,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,14,0.63,69.04,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,15,0.63,70.45,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,16,0.63,67.54,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,17,0.63,69.14,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,18,0.63,68.2,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,19,0.62,69.42,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,20,0.63,67.82,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,21,0.63,69.79,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,22,0.63,69.89,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,23,0.64,68.76,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,24,0.63,68.01,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[3, 4, 5]",0.7,2,False,random,100,glove.6B.100d.txt,25,0.63,68.57,69.04
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,1,0.69,66.79,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,2,0.65,67.26,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,3,0.63,69.98,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,4,0.61,70.26,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,5,0.6,70.64,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,6,0.6,71.2,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,7,0.6,70.45,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,8,0.6,70.54,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,9,0.6,70.64,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,10,0.6,70.64,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,11,0.6,70.45,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,12,0.6,70.45,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,13,0.59,70.45,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,14,0.6,70.45,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,15,0.6,70.45,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,unknown_token,100,glove.6B.100d.txt,16,0.6,70.45,70.54
SGD,0.001,0.9,0.0001,32,100,10,CNN,256,"[2, 3]",0.3,2,False,random,100,glove.6B.100d.txt,1,0.69,55.72,68.67
